Namaste! Ma tapai lai kasari madat garna sakchu?	Namaste
Din ramro chha, tapai lai kasari madat garna sakchu?	Tapai ko din kasto chha?
Good day! Ma sanchai chhu, tapai lai ke chahincha?	Good day, kasari chha?
Namaste! Sab thikai chha, tapai lai kasari madat garna sakchu?	Namaste, sab thikai chha?
Hello! Ma thikai chhu, tapai lai kasari madat garna sakchu?	Hello, tapai kasto chha?
Hi! Ma thikai chhu, tapai lai kasari madat garna sakchu?	Hi, kasari chha?
Good morning! Ma thikai chhu, tapai lai ke chahincha?	Good morning, tapai lai kasto chha?
Good afternoon! Ma thikai chhu, tapai lai ke chahincha?	Good afternoon, tapai lai kasto chha?
Good evening! Ma thikai chhu, tapai lai ke chahincha?	Good evening, tapai lai kasto chha?
Hi! Sab thikai chha, tapai lai kasari madat garna sakchu?	Hi, sab thikai chha?
Namaste! Sab thikai chha, tapai lai kasari madat garna sakchu?	Namaste, sab thikai chha?
Hello! Sab thikai chha, tapai lai kasari madat garna sakchu?	Hello, sab thikai chha?
Sanchai chhu, tapai lai kasari madat garna sakchu?	Sanchai hunuhunchha?
Sab thikai chha, tapai lai kasari madat garna sakchu?	K cha tapai?
Din ramro bhayo, tapai lai ke chahincha?	Kasto din bhayo?
Din ramro chha, tapai lai kasari madat garna sakchu?	Tapai ko din kasto chha?
Good day! Ma sanchai chhu, tapai lai ke chahincha?	Good day, kasari chha?
Namaste! Sab thikai chha, tapai lai kasari madat garna sakchu?	Namaste, sab thikai chha?
Hello! Ma thikai chhu, tapai lai kasari madat garna sakchu?	Hello, tapai kasto chha?
Hi! Ma thikai chhu, tapai lai kasari madat garna sakchu?	Hi, kasari chha?
Good morning! Ma thikai chhu, tapai lai ke chahincha?	Good morning, tapai lai kasto chha?
Good afternoon! Ma thikai chhu, tapai lai ke chahincha?	Good afternoon, tapai lai kasto chha?
Good evening! Ma thikai chhu, tapai lai ke chahincha?	Good evening, tapai lai kasto chha?
Hi! Sab thikai chha, tapai lai kasari madat garna sakchu?	Hi, sab thikai chha?
Namaste! Sab thikai chha, tapai lai kasari madat garna sakchu?	Namaste, sab thikai chha?
Hello! Sab thikai chha, tapai lai kasari madat garna sakchu?	Hello, sab thikai chha?
Sanchai chhu, tapai lai kasari madat garna sakchu?	Sanchai hunuhunchha?
Sab thikai chha, tapai lai kasari madat garna sakchu?	K cha tapai?
Din ramro bhayo, tapai lai ke chahincha?	Kasto din bhayo?
Din ramro chha, tapai lai kasari madat garna sakchu?	Tapai ko din kasto chha?
Good day! Ma sanchai chhu, tapai lai ke chahincha?	Good day, kasari chha?
Namaste! Sab thikai chha, tapai lai kasari madat garna sakchu?	Namaste, sab thikai chha?
Hello! Ma thikai chhu, tapai lai kasari madat garna sakchu?	Hello, tapai kasto chha?
Hi! Ma thikai chhu, tapai lai kasari madat garna sakchu?	Hi, kasari chha?
Good morning! Ma thikai chhu, tapai lai ke chahincha?	Good morning, tapai lai kasto chha?
Good afternoon! Ma thikai chhu, tapai lai ke chahincha?	Good afternoon, tapai lai kasto chha?
Good evening! Ma thikai chhu, tapai lai ke chahincha?	Good evening, tapai lai kasto chha?
Hi! Sab thikai chha, tapai lai kasari madat garna sakchu?	Hi, sab thikai chha?
Namaste! Sab thikai chha, tapai lai kasari madat garna sakchu?	Namaste, sab thikai chha?
Hello! Sab thikai chha, tapai lai kasari madat garna sakchu?	Hello, sab thikai chha?
Sanchai chhu, tapai lai kasari madat garna sakchu?	Sanchai hunuhunchha?
Sab thikai chha, tapai lai kasari madat garna sakchu?	K cha tapai?
Din ramro bhayo, tapai lai ke chahincha?	Kasto din bhayo?
Din ramro chha, tapai lai kasari madat garna sakchu?	Tapai ko din kasto chha?
Good day! Ma sanchai chhu, tapai lai ke chahincha?	Good day, kasari chha?
Namaste! Sab thikai chha, tapai lai kasari madat garna sakchu?	Namaste, sab thikai chha?
Hello! Ma thikai chhu, tapai lai kasari madat garna sakchu?	Hello, tapai kasto chha?
Hi! Ma thikai chhu, tapai lai kasari madat garna sakchu?	Hi, kasari chha?
Good morning! Ma thikai chhu, tapai lai ke chahincha?	Good morning, tapai lai kasto chha?
Good afternoon! Ma thikai chhu, tapai lai ke chahincha?	Good afternoon, tapai lai kasto chha?
Good evening! Ma thikai chhu, tapai lai ke chahincha?	Good evening, tapai lai kasto chha?
Hi! Sab thikai chha, tapai lai kasari madat garna sakchu?	Hi, sab thikai chha?
Namaste! Sab thikai chha, tapai lai kasari madat garna sakchu?	Namaste, sab thikai chha?
Hello! Sab thikai chha, tapai lai kasari madat garna sakchu?	Hello, sab thikai chha?
Sanchai chhu, tapai lai kasari madat garna sakchu?	Sanchai hunuhunchha?
Sab thikai chha, tapai lai kasari madat garna sakchu?	K cha tapai?
Din ramro bhayo, tapai lai ke chahincha?	Kasto din bhayo?
Din ramro chha, tapai lai kasari madat garna sakchu?	Tapai ko din kasto chha?
Good day! Ma sanchai chhu, tapai lai ke chahincha?	Good day, kasari chha?
Namaste! Sab thikai chha, tapai lai kasari madat garna sakchu?	Namaste, sab thikai chha?
Hello! Ma thikai chhu, tapai lai kasari madat garna sakchu?	Hello, tapai kasto chha?
Hi! Ma thikai chhu, tapai lai kasari madat garna sakchu?	Hi, kasari chha?
Good morning! Ma thikai chhu, tapai lai ke chahincha?	Good morning, tapai lai kasto chha?
Good afternoon! Ma thikai chhu, tapai lai ke chahincha?	Good afternoon, tapai lai kasto chha?
Good evening! Ma thikai chhu, tapai lai ke chahincha?	Good evening, tapai lai kasto chha?
Hi! Sab thikai chha, tapai lai kasari madat garna sakchu?	Hi, sab thikai chha?
Namaste! Sab thikai chha, tapai lai kasari madat garna sakchu?	Namaste, sab thikai chha?
Hello! Sab thikai chha, tapai lai kasari madat garna sakchu?	Hello, sab thikai chha?
Sanchai chhu, tapai lai kasari madat garna sakchu?	Sanchai hunuhunchha?
Sab thikai chha, tapai lai kasari madat garna sakchu?	K cha tapai?
Din ramro bhayo, tapai lai ke chahincha?	Kasto din bhayo?
Din ramro chha, tapai lai kasari madat garna sakchu?	Tapai ko din kasto chha?
Good day! Ma sanchai chhu, tapai lai ke chahincha?	Good day, kasari chha?
Namaste! Sab thikai chha, tapai lai kasari madat garna sakchu?	Namaste, sab thikai chha?
Hello! Ma thikai chhu, tapai lai kasari madat garna sakchu?	Hello, tapai kasto chha?
Hi! Ma thikai chhu, tapai lai kasari madat garna sakchu?	Hi, kasari chha?
Good morning! Ma thikai chhu, tapai lai ke chahincha?	Good morning, tapai lai kasto chha?
Good afternoon! Ma thikai chhu, tapai lai ke chahincha?	Good afternoon, tapai lai kasto chha?
Good evening! Ma thikai chhu, tapai lai ke chahincha?	Good evening, tapai lai kasto chha?
Hi! Sab thikai chha, tapai lai kasari madat garna sakchu?	Hi, sab thikai chha?
Namaste! Sab thikai chha, tapai lai kasari madat garna sakchu?	Namaste, sab thikai chha?
Hello! Ma tapai ko madat kasari garna sakchu?	Hello
Hello! Ma tapai ko madat kasari garna sakchu?	Hello
Hello! Ma tapai ko lagi ke garna sakchu?	Hello
Hello! Ma tapai lai kasari sahayog garna sakchu?	Hello
Hello! Ke chahincha? Ma madat garna tayar chhu.	Hello
Hello! Ma kasari sahayog garna sakchu?	Hello
Hello! Ma ke garna sakchu tapai ko lagi?	Hello
Hello! Tapai ko lagi ma k garna sakchu?	Hello
Hi! Ma tapai ko madat kasari garna sakchu?	Hi
Hi! Ma tapai ko lagi ke garna sakchu?	Hi
Hi! Ma tapai lai kasari sahayog garna sakchu?	Hi
Hi! Ke chahincha? Ma madat garna tayar chhu.	Hi
Hi! Ma kasari sahayog garna sakchu?	Hi
Hi! Ma ke garna sakchu tapai ko lagi?	Hi
Hi! Tapai ko lagi ma k garna sakchu?	Hi
Hello! Ma tapai ko madat kasari garna sakchu?	Hello
Hello! Ma tapai ko lagi ke garna sakchu?	Hello
Hello! Ma tapai lai kasari sahayog garna sakchu?	Hello
Hello! Ke chahincha? Ma madat garna tayar chhu.	Hello
Hello! Ma kasari sahayog garna sakchu?	Hello
Hello! Ma ke garna sakchu tapai ko lagi?	Hello
Hello! Tapai ko lagi ma k garna sakchu?	Hello
Hi! Ma tapai ko madat kasari garna sakchu?	Hi
Hi! Ma tapai ko lagi ke garna sakchu?	Hi
Hi! Ma tapai lai kasari sahayog garna sakchu?	Hi
Hi! Ke chahincha? Ma madat garna tayar chhu.	Hi
Hi! Ma kasari sahayog garna sakchu?	Hi
Hi! Ma ke garna sakchu tapai ko lagi?	Hi
Hi! Tapai ko lagi ma k garna sakchu?	Hi
Namaste! Ma tapai ko madat kasari garna sakchu?	Namaste
Namaste! Ma tapai ko lagi ke garna sakchu?	Namaste
Namaste! Ma tapai lai kasari sahayog garna sakchu?	Namaste
Namaste! Ke chahincha? Ma madat garna tayar chhu.	Namaste
Namaste! Ma kasari sahayog garna sakchu?	Namaste
Namaste! Ma ke garna sakchu tapai ko lagi?	Namaste
Namaste! Tapai ko lagi ma k garna sakchu?	Namaste
Hello! Ma tapai ko madat kasari garna sakchu?	Hello
Hello! Ma tapai ko lagi ke garna sakchu?	Hello
Hello! Ma tapai lai kasari sahayog garna sakchu?	Hello
Hello! Ke chahincha? Ma madat garna tayar chhu.	Hello
Hello! Ma kasari sahayog garna sakchu?	Hello
Hello! Ma ke garna sakchu tapai ko lagi?	Hello
Hello! Tapai ko lagi ma k garna sakchu?	Hello
Hi! Ma tapai ko madat kasari garna sakchu?	Hi
Hi! Ma tapai ko lagi ke garna sakchu?	Hi
Hi! Ma tapai lai kasari sahayog garna sakchu?	Hi
Hi! Ke chahincha? Ma madat garna tayar chhu.	Hi
Hi! Ma kasari sahayog garna sakchu?	Hi
Hi! Ma ke garna sakchu tapai ko lagi?	Hi
Hi! Tapai ko lagi ma k garna sakchu?	Hi
Namaste! Ma tapai ko madat kasari garna sakchu?	Namaste
Namaste! Ma tapai ko lagi ke garna sakchu?	Namaste
Namaste! Ma tapai lai kasari sahayog garna sakchu?	Namaste
Namaste! Ke chahincha? Ma madat garna tayar chhu.	Namaste
Namaste! Ma kasari sahayog garna sakchu?	Namaste
Namaste! Ma ke garna sakchu tapai ko lagi?	Namaste
Namaste! Tapai ko lagi ma k garna sakchu?	Namaste
Hello! Ma tapai ko madat kasari garna sakchu hola.	Hello
Hello! Ma tapai ko madat kasari garna sakchu?	Hello
Hello! Ma tapai ko lagi ke garna sakchu?	Hello
Hello! Ma tapai lai kasari sahayog garna sakchu?	Hello
Hello! Ke chahincha? Ma madat garna tayar chhu.	Hello
Hello! Ma kasari sahayog garna sakchu?	Hello
Hello! Ma ke garna sakchu tapai ko lagi?	Hello
Hello! Tapai ko lagi ma k garna sakchu?	Hello
Hi! Ma tapai ko madat kasari garna sakchu?	Hi
Hi! Ma tapai ko lagi ke garna sakchu?	Hi
Hi! Ma tapai lai kasari sahayog garna sakchu?	Hi
Hi! Ke chahincha? Ma madat garna tayar chhu.	Hi
Hi! Ma kasari sahayog garna sakchu?	Hi
Hi! Ma ke garna sakchu tapai ko lagi?	Hi
Hi! Tapai ko lagi ma k garna sakchu?	Hi
Namaste! Ma tapai ko madat kasari garna sakchu?	Namaste
Namaste! Ma tapai ko lagi ke garna sakchu?	Namaste
Namaste! Ma tapai lai kasari sahayog garna sakchu?	Namaste
Namaste! Ke chahincha? Ma madat garna tayar chhu.	Namaste
Namaste! Ma kasari sahayog garna sakchu?	Namaste
Namaste! Ma ke garna sakchu tapai ko lagi?	Namaste
Namaste! Tapai ko lagi ma k garna sakchu?	Namaste
Hello! Ma tapai ko madat kasari garna sakchu?	Hello
Hello! Ma tapai ko lagi ke garna sakchu?	Hello
Hello! Ma tapai lai kasari sahayog garna sakchu?	Hello
Hello! Ke chahincha? Ma madat garna tayar chhu.	Hello
Hello! Ma kasari sahayog garna sakchu?	Hello
Hello! Ma ke garna sakchu tapai ko lagi?	Hello
Hello! Tapai ko lagi ma k garna sakchu?	Hello
Hi! Ma tapai ko madat kasari garna sakchu?	Hi
Hi! Ma tapai ko lagi ke garna sakchu?	Hi
